user_id,variant,order_value,order_value_pre
u_03680,variant,49.65,47.81
u_03681,variant,40.24,60.6
u_03682,variant,44.14,35.29
u_03683,variant,65.51,49.87
u_03684,variant,32.68,44.18
u_03685,variant,51.94,56.75
u_03686,variant,84.93,81.55
u_03687,variant,109.79,100.73
u_03688,variant,33.97,5.9
u_03689,variant,58.04,63.1
u_03690,variant,36.0,38.13
u_03691,variant,50.47,63.41
u_03692,variant,24.12,32.39
u_03693,variant,84.99,84.97
u_03694,variant,37.57,23.5
u_03695,variant,84.41,61.49
u_03696,variant,29.41,26.82
u_03697,variant,12.75,12.18
u_03698,variant,30.24,50.54
u_03699,variant,55.47,34.77
u_03700,variant,136.4,121.89
u_03701,variant,50.49,50.37
u_03702,variant,13.55,22.66
u_03703,variant,84.69,56.76
u_03704,variant,93.06,67.6
u_03705,variant,30.36,23.09
u_03706,variant,63.22,64.35
u_03707,variant,83.72,87.75
u_03708,variant,74.32,58.67
u_03709,variant,36.39,34.16
u_03710,variant,46.15,38.33
u_03711,variant,56.1,57.2
u_03712,variant,76.23,58.66
u_03713,variant,46.85,48.4
u_03714,variant,80.63,68.18
u_03715,variant,38.84,18.24
u_03716,variant,28.97,30.41
u_03717,variant,49.76,37.84
u_03718,variant,6.71,4.81
u_03719,variant,9.69,9.38
u_03720,variant,6.35,9.25
u_03721,variant,49.72,48.01
u_03722,variant,41.93,29.06
u_03723,variant,30.28,37.16
u_03724,variant,65.35,52.42
u_03725,variant,79.07,68.07
u_03726,variant,5.29,13.55
u_03727,variant,32.02,32.78
u_03728,variant,28.57,24.51
u_03729,variant,131.23,128.64
u_03730,variant,57.22,42.18
u_03731,variant,86.21,82.37
u_03732,variant,53.29,67.7
u_03733,variant,28.83,26.46
u_03734,variant,96.51,105.69
u_03735,variant,37.39,30.28
u_03736,variant,48.88,67.47
u_03737,variant,54.72,53.83
u_03738,variant,45.38,68.66
u_03739,variant,93.44,97.51
u_03740,variant,50.16,46.35
u_03741,variant,137.06,112.49
u_03742,variant,53.81,43.3
u_03743,variant,46.62,54.41
u_03744,variant,133.7,116.0
u_03745,variant,79.34,71.52
u_03746,variant,25.26,24.66
u_03747,variant,29.65,32.9
u_03748,variant,49.63,52.84
u_03749,variant,86.02,79.39
u_03750,variant,99.5,99.43
u_03751,variant,52.21,47.19
u_03752,variant,29.98,41.6
u_03753,variant,38.08,47.9
u_03754,variant,52.67,46.31
u_03755,variant,34.38,37.34
u_03756,variant,72.86,94.46
u_03757,variant,41.74,34.39
u_03758,variant,28.34,33.54
u_03759,variant,40.99,36.59
u_03760,variant,59.06,36.89
u_03761,variant,91.08,71.12
u_03762,variant,26.67,29.62
u_03763,variant,46.08,57.56
u_03764,variant,50.81,56.03
u_03765,variant,65.9,66.92
u_03766,variant,39.99,39.82
u_03767,variant,56.3,51.06
u_03768,variant,62.0,69.16
u_03769,variant,43.62,37.84
u_03770,variant,50.04,44.27
u_03771,variant,49.38,44.68
u_03772,variant,38.37,30.2
u_03773,variant,20.02,16.41
u_03774,variant,41.45,30.51
u_03775,variant,36.26,44.47
u_03776,variant,24.47,32.11
u_03777,variant,41.19,56.88
u_03778,variant,62.92,67.15
u_03779,variant,35.42,28.87
u_03780,variant,43.5,57.2
u_03781,variant,37.3,42.62
u_03782,variant,45.96,48.2
u_03783,variant,63.21,39.28
u_03784,variant,49.64,52.33
u_03785,variant,50.12,41.04
u_03786,variant,49.61,38.61
u_03787,variant,64.94,60.32
u_03788,variant,31.74,33.1
u_03789,variant,17.85,26.97
u_03790,variant,50.94,41.22
u_03791,variant,12.86,11.51
u_03792,variant,40.15,52.48
u_03793,variant,44.34,63.53
u_03794,variant,41.82,38.22
u_03795,variant,46.48,42.78
u_03796,variant,85.36,68.96
u_03797,variant,117.71,121.3
u_03798,variant,39.43,30.75
u_03799,variant,9.73,28.66
u_03800,variant,22.09,49.31
u_03801,variant,44.01,56.72
u_03802,variant,45.73,47.88
u_03803,variant,58.69,50.99
u_03804,variant,66.0,45.81
u_03805,variant,50.31,43.2
u_03806,variant,3.02,12.7
u_03807,variant,35.19,38.56
u_03808,variant,32.11,35.79
u_03809,variant,30.19,48.08
u_03810,variant,65.96,60.43
u_03811,variant,14.82,11.24
u_03812,variant,14.97,26.29
u_03813,variant,38.93,22.04
u_03814,variant,41.49,23.95
u_03815,variant,50.01,47.01
u_03816,variant,38.36,31.65
u_03817,variant,36.92,26.62
u_03818,variant,35.09,29.43
u_03819,variant,94.43,67.07
u_03820,variant,19.46,33.68
u_03821,variant,58.13,67.34
u_03822,variant,53.47,32.15
u_03823,variant,71.66,77.16
u_03824,variant,93.83,98.12
u_03825,variant,41.96,36.32
u_03826,variant,18.31,1.0
u_03827,variant,33.32,14.67
u_03828,variant,28.85,15.48
u_03829,variant,36.36,46.55
u_03830,variant,42.08,30.5
u_03831,variant,54.31,40.6
u_03832,variant,77.44,67.75
u_03833,variant,8.1,5.04
u_03834,variant,60.06,47.66
u_03835,variant,32.64,21.31
u_03836,variant,24.99,37.65
u_03837,variant,49.62,37.29
u_03838,variant,64.81,75.1
u_03839,variant,22.43,41.73
u_03840,variant,27.09,21.81
u_03841,variant,46.04,35.35
u_03842,variant,31.22,40.28
u_03843,variant,37.78,49.35
u_03844,variant,14.22,1.0
u_03845,variant,86.64,84.64
u_03846,variant,30.79,29.03
u_03847,variant,33.36,9.65
u_03848,variant,45.2,29.9
u_03849,variant,49.5,39.19
u_03850,variant,112.84,102.31
u_03851,variant,75.39,79.89
u_03852,variant,29.75,38.61
u_03853,variant,112.97,100.53
u_03854,variant,96.5,84.25
u_03855,variant,39.58,19.53
u_03856,variant,128.54,111.99
u_03857,variant,31.55,38.8
u_03858,variant,30.34,54.6
u_03859,variant,72.56,76.54
u_03860,variant,21.46,8.01
u_03861,variant,41.6,42.7
u_03862,variant,49.61,53.8
u_03863,variant,54.78,80.37
u_03864,variant,45.12,37.24
u_03865,variant,7.84,10.22
u_03866,variant,101.75,107.51
u_03867,variant,52.86,40.19
u_03868,variant,45.77,47.35
u_03869,variant,12.36,28.74
u_03870,variant,88.63,71.25
u_03871,variant,42.48,49.94
u_03872,variant,27.72,24.29
u_03873,variant,89.38,80.18
u_03874,variant,10.91,19.08
u_03875,variant,42.77,53.49
u_03876,variant,18.13,26.62
u_03877,variant,44.41,61.22
u_03878,variant,67.94,58.78
u_03879,variant,27.02,28.29
u_03880,variant,73.36,94.35
u_03881,variant,49.14,43.72
u_03882,variant,114.93,96.8
u_03883,variant,86.53,61.78
u_03884,variant,55.75,60.91
u_03885,variant,41.22,41.4
u_03886,variant,24.56,37.58
u_03887,variant,81.57,76.39
u_03888,variant,29.29,32.36
u_03889,variant,52.74,49.87
u_03890,variant,97.84,119.48
u_03891,variant,78.84,61.57
u_03892,variant,30.59,27.77
u_03893,variant,58.29,41.49
u_03894,variant,63.28,49.3
u_03895,variant,94.24,85.11
u_03896,variant,83.11,75.67
u_03897,variant,60.47,59.12
u_03898,variant,46.62,54.72
u_03899,variant,39.11,32.7
u_03900,variant,46.86,53.31
u_03901,variant,45.01,43.85
u_03902,variant,75.86,60.1
u_03903,variant,65.62,71.29
u_03904,variant,85.67,82.58
u_03905,variant,75.74,77.66
u_03906,variant,102.78,111.04
u_03907,variant,32.6,31.37
u_03908,variant,6.09,20.35
u_03909,variant,36.92,42.43
u_03910,variant,50.2,56.53
u_03911,variant,39.66,33.59
u_03912,variant,45.13,37.02
u_03913,variant,24.7,33.49
u_03914,variant,64.54,60.32
u_03915,variant,6.01,15.22
u_03916,variant,63.29,52.85
u_03917,variant,60.67,70.59
u_03918,variant,82.0,62.54
u_03919,variant,159.26,153.09
u_03920,variant,1.0,1.0
u_03921,variant,66.03,49.08
u_03922,variant,62.83,72.21
u_03923,variant,30.97,40.15
u_03924,variant,36.65,38.97
u_03925,variant,43.06,37.71
u_03926,variant,64.35,58.36
u_03927,variant,81.4,65.44
u_03928,variant,14.72,40.46
u_03929,variant,61.21,64.96
u_03930,variant,79.68,85.49
u_03931,variant,27.69,24.25
u_03932,variant,1.0,7.02
u_03933,variant,27.46,21.55
u_03934,variant,35.44,26.18
u_03935,variant,31.37,30.37
u_03936,variant,103.38,98.14
u_03937,variant,120.11,100.85
u_03938,variant,94.06,105.01
u_03939,variant,40.53,39.64
u_03940,variant,96.43,93.29
u_03941,variant,3.71,7.97
u_03942,variant,26.92,12.1
u_03943,variant,55.08,64.54
u_03944,variant,39.12,29.98
u_03945,variant,15.36,28.49
u_03946,variant,65.74,60.38
u_03947,variant,37.45,59.91
u_03948,variant,73.23,64.35
u_03949,variant,50.15,74.11
u_03950,variant,45.3,54.91
u_03951,variant,46.41,50.32
u_03952,variant,53.2,49.47
u_03953,variant,67.34,50.47
u_03954,variant,61.01,49.59
u_03955,variant,30.18,27.54
u_03956,variant,28.21,31.48
u_03957,variant,45.62,38.99
u_03958,variant,83.11,87.31
u_03959,variant,48.28,67.99
u_03960,variant,89.53,94.28
u_03961,variant,38.73,50.36
u_03962,variant,60.48,35.51
u_03963,variant,45.53,43.06
u_03964,variant,66.09,90.6
u_03965,variant,49.31,45.51
u_03966,variant,66.01,61.86
u_03967,variant,89.36,80.41
u_03968,variant,48.89,42.24
u_03969,variant,32.95,12.16
u_03970,variant,100.96,75.32
u_03971,variant,67.31,61.92
u_03972,variant,12.99,14.16
u_03973,variant,50.92,38.54
u_03974,variant,105.61,124.38
u_03975,variant,60.26,55.66
u_03976,variant,50.95,47.5
u_03977,variant,20.71,27.68
u_03978,variant,23.16,30.41
u_03979,variant,72.84,61.31
u_03980,variant,24.22,36.96
u_03981,variant,63.8,56.39
u_03982,variant,37.3,32.33
u_03983,variant,46.43,50.41
u_03984,variant,58.46,39.39
u_03985,variant,47.5,54.61
u_03986,variant,74.94,74.97
u_03987,variant,58.4,46.2
u_03988,variant,71.7,71.99
u_03989,variant,102.45,89.19
u_03990,variant,61.0,53.31
u_03991,variant,68.11,47.1
u_03992,variant,23.18,29.08
u_03993,variant,27.1,45.47
u_03994,variant,17.13,10.69
u_03995,variant,37.98,36.33
u_03996,variant,46.2,47.02
u_03997,variant,134.58,117.73
u_03998,variant,33.89,33.94
u_03999,variant,51.91,46.79
u_04000,variant,37.96,34.6
u_04001,variant,46.77,37.59
u_04002,variant,59.54,60.11
u_04003,variant,64.42,56.42
u_04004,variant,36.77,46.21
u_04005,variant,37.64,19.28
u_04006,variant,6.58,14.02
u_04007,variant,102.56,92.18
u_04008,variant,29.98,43.63
u_04009,variant,14.58,6.4
u_04010,variant,97.6,81.09
u_04011,variant,13.63,15.04
u_04012,variant,100.0,83.9
u_04013,variant,21.23,10.41
u_04014,variant,21.83,26.11
u_04015,variant,26.59,9.44
u_04016,variant,33.98,29.06
u_04017,variant,69.82,68.31
u_04018,variant,33.15,31.26
u_04019,variant,77.68,59.94
u_04020,variant,57.53,54.29
u_04021,variant,53.4,58.08
u_04022,variant,76.41,70.93
u_04023,variant,60.42,53.14
u_04024,variant,52.84,50.67
u_04025,variant,70.0,63.33
u_04026,variant,24.61,45.48
u_04027,variant,42.87,61.09
u_04028,variant,58.68,49.13
u_04029,variant,81.42,76.63
u_04030,variant,51.51,44.09
u_04031,variant,34.05,46.69
u_04032,variant,47.62,58.06
u_04033,variant,49.14,39.28
u_04034,variant,26.09,1.57
u_04035,variant,74.96,76.24
u_04036,variant,38.26,42.84
u_04037,variant,37.85,34.52
u_04038,variant,25.36,22.42
u_04039,variant,19.47,8.47
u_04040,variant,52.73,59.45
u_04041,variant,15.93,29.52
u_04042,variant,20.58,12.39
u_04043,variant,33.84,29.14
u_04044,variant,63.67,52.19
u_04045,variant,28.63,37.14
u_04046,variant,62.38,42.27
u_04047,variant,39.03,26.71
u_04048,variant,57.53,50.1
u_04049,variant,48.62,41.17
u_04050,variant,52.16,55.04
u_04051,variant,66.49,58.52
u_04052,variant,48.46,44.24
u_04053,variant,32.15,25.64
u_04054,variant,69.77,75.71
u_04055,variant,35.72,27.82
u_04056,variant,17.26,15.92
u_04057,variant,53.73,62.09
u_04058,variant,53.23,37.24
u_04059,variant,54.28,24.39
u_04060,variant,11.43,26.88
u_04061,variant,27.41,29.11
u_04062,variant,48.74,21.24
u_04063,variant,24.69,31.52
u_04064,variant,73.77,82.95
u_04065,variant,39.45,30.59
u_04066,variant,38.67,47.74
u_04067,variant,104.15,101.31
u_04068,variant,7.99,13.28
u_04069,variant,43.9,38.34
u_04070,variant,13.36,23.06
u_04071,variant,83.77,88.05
u_04072,variant,1.06,31.71
u_04073,variant,57.59,65.12
u_04074,variant,48.56,49.72
u_04075,variant,1.0,39.73
u_04076,variant,54.23,64.6
u_04077,variant,32.01,37.4
u_04078,variant,72.78,51.06
u_04079,variant,29.5,19.66
u_04080,variant,62.48,42.34
u_04081,variant,55.41,34.37
u_04082,variant,52.03,64.84
u_04083,variant,61.62,62.39
u_04084,variant,55.69,34.58
u_04085,variant,40.14,35.05
u_04086,variant,64.17,55.65
u_04087,variant,32.09,39.74
u_04088,variant,47.82,32.9
u_04089,variant,94.21,91.97
u_04090,variant,32.34,46.74
u_04091,variant,64.21,56.47
u_04092,variant,23.01,43.34
u_04093,variant,57.62,51.15
u_04094,variant,35.57,32.53
u_04095,variant,42.67,43.47
u_04096,variant,15.35,14.58
u_04097,variant,16.7,28.44
u_04098,variant,9.79,3.48
u_04099,variant,117.39,112.56
u_04100,variant,53.25,58.96
u_04101,variant,39.94,34.39
u_04102,variant,64.27,71.75
u_04103,variant,69.64,44.69
u_04104,variant,38.63,58.03
u_04105,variant,39.65,46.63
u_04106,variant,19.59,26.31
u_04107,variant,60.83,45.94
u_04108,variant,73.89,48.87
u_04109,variant,49.49,50.74
u_04110,variant,52.0,30.12
u_04111,variant,60.68,46.37
u_04112,variant,16.96,23.81
u_04113,variant,50.04,53.43
u_04114,variant,88.19,94.67
u_04115,variant,34.74,27.62
u_04116,variant,51.1,46.33
u_04117,variant,85.7,72.74
u_04118,variant,45.04,49.82
u_04119,variant,63.38,67.46
u_04120,variant,59.99,58.72
u_04121,variant,49.65,65.64
u_04122,variant,22.93,26.55
u_04123,variant,38.66,24.39
u_04124,variant,62.9,47.92
u_04125,variant,18.65,3.69
u_04126,variant,40.94,38.49
u_04127,variant,66.29,56.2
u_04128,variant,42.52,30.18
u_04129,variant,37.76,34.26
u_04130,variant,91.76,104.09
u_04131,variant,69.85,74.38
u_04132,variant,91.91,74.33
u_04133,variant,134.43,123.55
u_04134,variant,84.66,84.06
u_04135,variant,37.17,29.7
u_04136,variant,28.79,20.96
u_04137,variant,30.82,32.26
u_04138,variant,69.84,66.26
u_04139,variant,35.22,46.32
u_04140,variant,33.71,24.94
u_04141,variant,78.42,93.22
u_04142,variant,36.7,36.19
u_04143,variant,49.81,47.22
u_04144,variant,50.01,52.19
u_04145,variant,34.61,4.25
u_04146,variant,94.03,96.13
u_04147,variant,34.1,35.34
u_04148,variant,26.66,15.41
u_04149,variant,44.0,28.9
u_04150,variant,27.71,36.08
u_04151,variant,97.67,89.74
u_04152,variant,60.36,41.64
u_04153,variant,34.7,31.24
u_04154,variant,21.47,17.8
u_04155,variant,55.67,47.39
u_04156,variant,40.7,41.09
u_04157,variant,60.34,51.65
u_04158,variant,56.81,46.4
u_04159,variant,43.75,27.34
u_04160,variant,54.94,49.02
u_04161,variant,31.82,4.95
u_04162,variant,36.43,44.49
u_04163,variant,52.36,33.89
u_04164,variant,42.56,59.75
u_04165,variant,25.19,36.42
u_04166,variant,81.45,73.98
u_04167,variant,15.95,46.82
u_04168,variant,30.69,23.33
u_04169,variant,47.08,46.37
u_04170,variant,112.3,84.66
u_04171,variant,6.76,19.83
u_04172,variant,15.85,25.29
u_04173,variant,70.24,71.26
u_04174,variant,42.14,42.4
u_04175,variant,13.02,11.96
u_04176,variant,41.74,36.23
u_04177,variant,86.34,98.29
u_04178,variant,88.15,79.38
u_04179,variant,146.51,136.3
u_04180,variant,46.23,50.18
u_04181,variant,31.36,34.26
u_04182,variant,74.98,58.31
u_04183,variant,23.05,37.12
u_04184,variant,47.98,35.53
u_04185,variant,35.15,27.53
u_04186,variant,57.79,79.51
u_04187,variant,62.92,57.0
u_04188,variant,39.8,27.8
u_04189,variant,72.41,79.61
u_04190,variant,90.29,72.45
u_04191,variant,44.93,43.71
u_04192,variant,50.45,62.02
u_04193,variant,98.44,93.59
u_04194,variant,46.14,24.65
u_04195,variant,38.13,35.11
u_04196,variant,48.39,32.09
u_04197,variant,16.26,42.48
u_04198,variant,76.38,84.51
u_04199,variant,79.18,74.56
u_04200,variant,124.24,105.88
u_04201,variant,26.95,41.33
u_04202,variant,25.5,30.29
u_04203,variant,25.03,33.31
u_04204,variant,58.64,59.87
u_04205,variant,29.02,27.32
u_04206,variant,122.35,108.87
u_04207,variant,25.73,38.91
u_04208,variant,131.44,120.78
u_04209,variant,1.61,17.55
u_04210,variant,24.07,15.14
u_04211,variant,34.69,22.38
u_04212,variant,62.32,55.63
u_04213,variant,43.03,53.5
u_04214,variant,49.35,35.46
u_04215,variant,44.54,41.98
u_04216,variant,35.52,16.83
u_04217,variant,60.29,63.52
u_04218,variant,16.16,12.27
u_04219,variant,60.4,47.49
u_04220,variant,46.55,47.31
u_04221,variant,52.55,31.3
u_04222,variant,66.13,56.62
u_04223,variant,47.9,57.87
u_04224,variant,60.04,59.36
u_04225,variant,42.45,48.75
u_04226,variant,61.0,96.6
u_04227,variant,48.98,53.99
u_04228,variant,86.26,70.16
u_04229,variant,32.05,33.92
u_04230,variant,22.12,29.17
u_04231,variant,62.95,73.11
u_04232,variant,55.33,52.74
u_04233,variant,11.18,1.0
u_04234,variant,45.65,22.2
u_04235,variant,49.48,50.43
u_04236,variant,45.32,32.99
u_04237,variant,26.58,1.0
u_04238,variant,62.0,37.03
u_04239,variant,50.7,46.45
u_04240,variant,33.85,11.67
u_04241,variant,75.39,66.32
u_04242,variant,99.82,82.97
u_04243,variant,31.64,31.71
u_04244,variant,116.43,99.78
u_04245,variant,34.03,52.29
u_04246,variant,35.39,31.22
u_04247,variant,23.52,23.29
u_04248,variant,108.15,91.09
u_04249,variant,13.34,22.34
u_04250,variant,49.05,55.89
u_04251,variant,61.67,43.32
u_04252,variant,69.93,66.61
u_04253,variant,37.91,45.83
u_04254,variant,87.08,112.42
u_04255,variant,115.86,108.67
u_04256,variant,103.34,79.97
u_04257,variant,47.86,58.32
u_04258,variant,89.12,74.4
u_04259,variant,39.05,33.71
u_04260,variant,64.53,66.35
u_04261,variant,21.15,36.02
u_04262,variant,34.06,26.83
u_04263,variant,28.5,13.78
u_04264,variant,73.09,59.8
u_04265,variant,86.46,85.51
u_04266,variant,100.81,82.09
u_04267,variant,12.23,8.67
u_04268,variant,73.41,80.6
u_04269,variant,23.81,35.01
u_04270,variant,130.78,133.69
u_04271,variant,23.53,23.04
u_04272,variant,19.46,20.84
u_04273,variant,77.33,71.84
u_04274,variant,47.5,26.87
u_04275,variant,27.06,27.35
u_04276,variant,15.94,23.86
u_04277,variant,41.43,42.62
u_04278,variant,69.42,81.22
u_04279,variant,24.38,17.23
u_04280,variant,38.02,40.91
u_04281,variant,20.75,21.14
u_04282,variant,37.17,44.83
u_04283,variant,31.79,30.0
u_04284,variant,63.8,66.54
u_04285,variant,62.49,58.83
u_04286,variant,100.89,93.1
u_04287,variant,125.3,123.75
u_04288,variant,39.38,22.12
u_04289,variant,62.11,63.3
u_04290,variant,19.13,42.46
u_04291,variant,64.13,69.89
u_04292,variant,66.41,47.68
u_04293,variant,54.85,43.81
u_04294,variant,78.34,65.36
u_04295,variant,43.64,56.46
u_04296,variant,43.3,38.66
u_04297,variant,63.08,51.79
u_04298,variant,124.68,106.46
u_04299,variant,32.33,27.63
u_04300,variant,38.69,19.73
u_04301,variant,43.85,27.94
u_04302,variant,18.32,1.0
u_04303,variant,62.1,53.07
u_04304,variant,65.95,72.54
u_04305,variant,22.86,27.63
u_04306,variant,84.73,72.23
u_04307,variant,58.2,57.45
u_04308,variant,60.99,87.82
u_04309,variant,51.16,55.65
u_04310,variant,39.18,49.86
u_04311,variant,40.32,32.35
u_04312,variant,69.32,43.77
u_04313,variant,56.71,52.52
u_04314,variant,20.1,18.05
u_04315,variant,34.93,57.97
u_04316,variant,114.4,107.06
u_04317,variant,50.34,53.72
u_04318,variant,65.2,45.56
u_04319,variant,106.37,80.76
u_04320,variant,64.09,64.85
u_04321,variant,44.67,34.79
u_04322,variant,85.02,74.7
u_04323,variant,60.58,67.46
u_04324,variant,60.63,50.48
u_04325,variant,52.95,45.8
u_04326,variant,28.58,36.7
u_04327,variant,29.53,15.78
u_04328,variant,74.06,65.8
u_04329,variant,16.19,22.92
u_04330,variant,37.9,23.79
u_04331,variant,28.7,35.03
u_04332,variant,30.18,54.37
u_04333,variant,65.12,52.12
u_04334,variant,71.97,58.34
u_04335,variant,114.94,112.81
u_04336,variant,18.77,14.64
u_04337,variant,54.94,64.6
u_04338,variant,55.08,59.84
u_04339,variant,56.56,51.49
u_04340,variant,57.53,63.31
u_04341,variant,68.69,69.46
u_04342,variant,85.64,102.49
u_04343,variant,45.52,54.07
u_04344,variant,110.61,93.14
u_04345,variant,69.03,53.82
u_04346,variant,45.43,13.88
u_04347,variant,55.5,49.6
u_04348,variant,24.33,36.54
u_04349,variant,28.0,33.4
u_04350,variant,52.26,43.72
u_04351,variant,22.35,43.5
u_04352,variant,86.63,93.3
u_04353,variant,49.39,52.46
u_04354,variant,18.06,29.21
u_04355,variant,51.3,42.67
u_04356,variant,58.1,33.46
u_04357,variant,38.92,55.52
u_04358,variant,27.12,29.05
u_04359,variant,89.45,90.27
u_04360,variant,19.87,10.1
u_04361,variant,55.52,55.04
u_04362,variant,29.13,22.41
u_04363,variant,79.01,73.71
u_04364,variant,61.61,55.49
u_04365,variant,45.68,55.57
u_04366,variant,41.56,30.25
u_04367,variant,83.9,89.67
u_04368,variant,50.0,33.62
u_04369,variant,114.61,97.48
u_04370,variant,35.26,35.21
u_04371,variant,61.79,37.4
u_04372,variant,65.96,71.78
u_04373,variant,56.97,58.7
u_04374,variant,43.32,30.35
u_04375,variant,5.06,27.78
u_04376,variant,39.72,51.46
u_04377,variant,44.11,40.08
u_04378,variant,23.15,40.43
u_04379,variant,62.03,78.62
u_04380,variant,14.87,16.4
u_04381,variant,43.73,49.3
u_04382,variant,15.81,11.2
u_04383,variant,62.08,55.37
u_04384,variant,64.61,54.31
u_04385,variant,59.31,50.34
u_04386,variant,43.03,46.13
u_04387,variant,78.33,89.21
u_04388,variant,94.66,78.85
u_04389,variant,50.82,62.12
u_04390,variant,93.65,91.47
u_04391,variant,44.74,11.36
u_04392,variant,45.66,50.28
u_04393,variant,9.6,3.13
u_04394,variant,25.6,37.75
u_04395,variant,30.68,31.52
u_04396,variant,55.79,56.11
u_04397,variant,21.65,28.11
u_04398,variant,20.32,33.61
u_04399,variant,20.75,39.02
u_04400,variant,43.08,35.07
u_04401,variant,9.35,44.05
u_04402,variant,47.56,47.66
u_04403,variant,41.42,55.8
u_04404,variant,10.66,10.53
u_04405,variant,76.57,49.05
u_04406,variant,37.01,24.73
u_04407,variant,44.07,33.19
u_04408,variant,47.94,58.8
u_04409,variant,26.62,21.69
u_04410,variant,27.85,29.0
u_04411,variant,53.76,38.68
u_04412,variant,72.49,79.3
u_04413,variant,69.47,77.39
u_04414,variant,24.21,28.21
u_04415,variant,40.78,18.24
u_04416,variant,26.88,41.29
u_04417,variant,74.75,77.27
u_04418,variant,31.07,29.9
u_04419,variant,105.97,103.38
u_04420,variant,51.53,56.47
u_04421,variant,54.57,37.7
u_04422,variant,22.74,23.09
u_04423,variant,57.7,44.78
u_04424,variant,11.32,29.8
u_04425,variant,18.63,29.49
u_04426,variant,72.44,56.26
u_04427,variant,50.69,52.27
u_04428,variant,70.78,61.88
u_04429,variant,44.93,44.04
u_04430,variant,26.8,20.38
u_04431,variant,84.81,65.82
u_04432,variant,38.56,22.66
u_04433,variant,91.6,95.77
u_04434,variant,34.79,35.77
u_04435,variant,19.1,19.38
u_04436,variant,98.23,100.66
u_04437,variant,35.65,21.25
u_04438,variant,33.49,31.78
u_04439,variant,10.58,36.65
u_04440,variant,50.83,39.6
u_04441,variant,27.02,41.74
u_04442,variant,84.55,90.62
u_04443,variant,47.1,45.98
u_04444,variant,29.75,36.91
u_04445,variant,49.25,44.49
u_04446,variant,134.85,116.64
u_04447,variant,53.61,44.6
u_04448,variant,42.78,30.25
u_04449,variant,45.06,43.4
u_04450,variant,84.99,65.17
u_04451,variant,60.11,75.76
u_04452,variant,58.47,54.28
u_04453,variant,74.92,90.21
u_04454,variant,51.56,27.94
u_04455,variant,52.08,30.09
u_04456,variant,44.89,41.86
u_04457,variant,39.12,44.31
u_04458,variant,71.98,65.03
u_04459,variant,28.3,19.79
u_04460,variant,23.95,11.13
u_04461,variant,25.09,8.72
u_04462,variant,51.73,40.93
u_04463,variant,39.33,44.76
u_04464,variant,60.11,60.17
u_04465,variant,45.1,44.15
u_04466,variant,66.16,64.91
u_04467,variant,20.71,11.85
u_04468,variant,29.45,24.68
u_04469,variant,33.37,23.27
u_04470,variant,145.22,135.22
u_04471,variant,33.31,45.61
u_04472,variant,33.87,25.72
u_04473,variant,48.72,41.84
u_04474,variant,14.73,32.44
u_04475,variant,80.07,72.88
u_04476,variant,62.16,69.87
u_04477,variant,39.39,27.36
u_04478,variant,104.32,102.23
u_04479,variant,19.57,29.61
u_04480,variant,44.53,53.01
u_04481,variant,61.23,63.2
u_04482,variant,58.25,68.01
u_04483,variant,25.73,18.85
u_04484,variant,25.44,24.84
u_04485,variant,99.08,98.71
u_04486,variant,52.06,57.84
u_04487,variant,116.4,100.3
u_04488,variant,64.92,65.89
u_04489,variant,114.1,98.13
u_04490,variant,24.39,18.3
u_04491,variant,30.42,20.17
u_04492,variant,36.28,40.02
u_04493,variant,29.48,13.81
u_04494,variant,11.23,30.87
u_04495,variant,29.03,38.98
u_04496,variant,56.15,70.75
u_04497,variant,25.27,35.4
u_04498,variant,24.43,20.21
u_04499,variant,37.6,24.7
u_04500,variant,25.6,3.53
u_04501,variant,29.95,29.38
u_04502,variant,44.51,54.67
u_04503,variant,16.49,15.85
u_04504,variant,38.53,30.37
u_04505,variant,42.73,38.03
u_04506,variant,30.43,30.17
u_04507,variant,23.18,30.5
u_04508,variant,42.79,15.96
u_04509,variant,40.49,24.54
u_04510,variant,17.5,27.85
u_04511,variant,54.42,62.43
u_04512,variant,44.93,34.26
u_04513,variant,27.9,42.02
u_04514,variant,6.33,6.57
u_04515,variant,54.57,60.4
u_04516,variant,81.28,74.69
u_04517,variant,26.6,36.13
u_04518,variant,106.43,82.2
u_04519,variant,43.35,39.35
u_04520,variant,44.32,48.12
u_04521,variant,78.22,63.97
u_04522,variant,47.12,64.4
u_04523,variant,39.11,31.32
u_04524,variant,32.22,22.98
u_04525,variant,78.83,76.59
u_04526,variant,59.22,46.97
u_04527,variant,94.06,102.2
u_04528,variant,45.28,55.94
u_04529,variant,55.01,49.17
u_04530,variant,37.87,34.52
u_04531,variant,68.06,70.62
u_04532,variant,4.4,5.96
u_04533,variant,50.1,51.68
u_04534,variant,63.88,50.01
u_04535,variant,55.48,41.9
u_04536,variant,36.24,49.95
u_04537,variant,28.79,40.09
u_04538,variant,49.37,30.87
u_04539,variant,36.34,30.31
u_04540,variant,49.04,45.62
u_04541,variant,20.95,17.18
u_04542,variant,29.73,11.23
u_04543,variant,26.46,29.21
u_04544,variant,154.26,140.41
u_04545,variant,61.23,37.19
u_04546,variant,28.0,24.55
u_04547,variant,48.82,51.11
u_04548,variant,63.06,67.95
u_04549,variant,45.97,55.9
u_04550,variant,39.13,57.49
u_04551,variant,22.79,37.91
u_04552,variant,53.08,58.16
